# Reference      Predicted      Error          
-0.00095        -0.00000        0.00095        
0.00000         0.00000         0.00000        
0.00331         -0.00000        0.00331        
-0.00090        -0.00000        0.00090        
0.00014         -0.00000        0.00014        
0.00024         -0.00000        0.00024        
0.00053         -0.00000        0.00053        
0.00194         0.00000         0.00194        
0.00059         0.00000         0.00059        
-0.00024        -0.00000        0.00024        
-0.00229        0.00000         0.00229        
-0.00343        0.00000         0.00343        
-0.00073        0.00000         0.00073        
0.00124         0.00000         0.00124        
0.00292         0.00000         0.00292        
-0.00765        -0.00000        0.00765        
-0.00181        -0.00000        0.00181        
0.00015         0.00000         0.00015        
0.00931         -0.00000        0.00931        
-0.00162        -0.00000        0.00162        
0.00024         -0.00000        0.00024        
0.00050         -0.00000        0.00050        
0.00088         -0.00000        0.00088        
0.00472         0.00000         0.00472        
0.00126         0.00000         0.00126        
-0.00061        -0.00000        0.00061        
-0.00536        0.00000         0.00536        
-0.00686        0.00000         0.00686        
-0.00139        -0.00000        0.00139        
0.00251         0.00000         0.00251        
0.00574         0.00000         0.00574        
-0.01799        -0.00000        0.01799        
-0.00259        -0.00000        0.00259        
0.00040         0.00000         0.00040        
0.02019         -0.00000        0.02019        
-0.00218        -0.00000        0.00218        
0.00032         0.00000         0.00032        
0.00078         -0.00000        0.00078        
0.00109         -0.00000        0.00109        
0.00858         0.00000         0.00858        
0.00202         0.00000         0.00202        
-0.00112        -0.00000        0.00112        
-0.00948        0.00000         0.00948        
-0.01027        -0.00000        0.01027        
-0.00197        -0.00000        0.00197        
0.00381         0.00000         0.00381        
0.00843         0.00000         0.00843        
-0.03664        -0.00000        0.03664        
-0.00330        -0.00000        0.00330        
0.00072         0.00000         0.00072        
0.03922         0.00000         0.03922        
-0.00261        -0.00000        0.00261        
0.00035         0.00000         0.00035        
0.00108         -0.00000        0.00108        
0.00118         -0.00000        0.00118        
0.01385         0.00000         0.01385        
0.00289         0.00000         0.00289        
-0.00177        -0.00000        0.00177        
-0.01497        0.00000         0.01497        
-0.01362        -0.00000        0.01362        
-0.00247        -0.00000        0.00247        
0.00515         0.00000         0.00515        
0.01094         0.00000         0.01094        
-0.06713        -0.00000        0.06713        
-0.00394        -0.00000        0.00394        
0.00109         0.00000         0.00109        
0.06998         0.00000         0.06998        
-0.00293        -0.00000        0.00293        
0.00034         0.00000         0.00034        
0.00142         -0.00000        0.00142        
0.00117         -0.00000        0.00117        
0.02090         0.00000         0.02090        
0.00387         0.00000         0.00387        
-0.00256        -0.00000        0.00256        
-0.02221        0.00000         0.02221        
-0.01690        -0.00000        0.01690        
-0.00290        -0.00000        0.00290        
0.00655         0.00000         0.00655        
0.01324         0.00000         0.01324        
-0.10693        -0.00000        0.10693        
-0.00453        -0.00000        0.00453        
0.00150         0.00000         0.00150        
0.10995         0.00000         0.10995        
-0.00317        -0.00000        0.00317        
0.00028         0.00000         0.00028        
0.00180         -0.00000        0.00180        
0.00109         -0.00000        0.00109        
0.03021         0.00000         0.03021        
0.00498         0.00000         0.00498        
-0.00349        -0.00000        0.00349        
-0.03169        -0.00000        0.03169        
-0.02007        -0.00000        0.02007        
-0.00325        -0.00000        0.00325        
0.00803         0.00000         0.00803        
0.01529         0.00000         0.01529        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         -0.00000        0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
0.00000         0.00000         0.00000        
-0.00133        -0.00000        0.00133        
-0.00095        -0.00000        0.00095        
0.00000         -0.00000        0.00000        
0.00228         -0.00000        0.00228        
-0.00066        -0.00000        0.00066        
0.00014         -0.00000        0.00014        
0.00024         -0.00000        0.00024        
0.00029         -0.00000        0.00029        
0.00118         0.00000         0.00118        
0.00059         0.00000         0.00059        
-0.00024        0.00000         0.00024        
-0.00153        0.00000         0.00153        
-0.00226        0.00000         0.00226        
-0.00073        0.00000         0.00073        
0.00124         0.00000         0.00124        
0.00175         0.00000         0.00175        
-0.00453        -0.00000        0.00453        
-0.00181        -0.00000        0.00181        
0.00015         -0.00000        0.00015        
0.00619         -0.00000        0.00619        
-0.00120        -0.00000        0.00120        
0.00024         -0.00000        0.00024        
0.00050         -0.00000        0.00050        
0.00046         -0.00000        0.00046        
0.00290         0.00000         0.00290        
0.00126         0.00000         0.00126        
-0.00061        0.00000         0.00061        
-0.00355        0.00000         0.00355        
-0.00452        0.00000         0.00452        
-0.00139        0.00000         0.00139        
0.00251         0.00000         0.00251        
0.00340         0.00000         0.00340        
-0.01094        -0.00000        0.01094        
-0.00259        -0.00000        0.00259        
0.00040         -0.00000        0.00040        
0.01314         -0.00000        0.01314        
-0.00163        -0.00000        0.00163        
0.00032         -0.00000        0.00032        
0.00078         -0.00000        0.00078        
0.00054         -0.00000        0.00054        
0.00531         0.00000         0.00531        
0.00202         0.00000         0.00202        
-0.00112        -0.00000        0.00112        
-0.00620        0.00000         0.00620        
-0.00677        0.00000         0.00677        
-0.00197        -0.00000        0.00197        
0.00381         0.00000         0.00381        
0.00493         0.00000         0.00493        
-0.02280        -0.00000        0.02280        
-0.00330        -0.00000        0.00330        
0.00072         -0.00000        0.00072        
0.02538         -0.00000        0.02538        
-0.00198        -0.00000        0.00198        
0.00035         0.00000         0.00035        
0.00108         -0.00000        0.00108        
