# Reference      Predicted      Error          #atoms         
-201.59134      -201.77120      0.17986         64.00000       
-206.26690      -206.31142      0.04451         64.00000       
-204.96302      -204.98347      0.02046         64.00000       
-208.11417      -208.14762      0.03345         64.00000       
-207.34459      -207.26175      0.08284         64.00000       
-205.11285      -205.21129      0.09844         64.00000       
-210.36852      -210.16948      0.19904         64.00000       
-208.63312      -208.52047      0.11264         64.00000       
-197.51237      -197.58448      0.07211         64.00000       
-209.59922      -209.44543      0.15379         64.00000       
-206.63228      -206.53276      0.09952         64.00000       
-206.23133      -206.13894      0.09239         64.00000       
-205.72285      -205.75883      0.03597         64.00000       
-207.38918      -207.31810      0.07108         64.00000       
-200.50072      -200.60340      0.10268         64.00000       
-206.52875      -206.60028      0.07154         64.00000       
-206.63725      -206.71892      0.08167         64.00000       
-204.43214      -204.52358      0.09143         64.00000       
-200.76203      -200.75390      0.00813         64.00000       
-206.98236      -207.06210      0.07974         64.00000       
-202.42511      -202.79851      0.37340         64.00000       
-205.22322      -205.16482      0.05840         64.00000       
-210.63167      -210.36699      0.26468         64.00000       
-204.74845      -205.04097      0.29253         64.00000       
-209.03655      -209.17145      0.13491         64.00000       
-203.52840      -203.46567      0.06273         64.00000       
-209.28117      -209.04343      0.23774         64.00000       
-204.34128      -204.35352      0.01223         64.00000       
-203.80784      -203.98037      0.17253         64.00000       
-206.06066      -205.98344      0.07722         64.00000       
-201.80032      -201.85988      0.05956         64.00000       
-199.74987      -199.63486      0.11501         64.00000       
-207.96084      -207.87770      0.08314         64.00000       
-208.98266      -208.89831      0.08436         64.00000       
-201.46483      -201.66786      0.20303         64.00000       
-201.40482      -201.36273      0.04208         64.00000       
-210.16667      -210.04772      0.11895         64.00000       
-202.17813      -202.48355      0.30542         64.00000       
-206.66829      -206.75061      0.08232         64.00000       
-209.90901      -209.76986      0.13915         64.00000       
-208.02003      -208.00896      0.01107         64.00000       
-205.01849      -205.07617      0.05768         64.00000       
-208.53778      -208.62711      0.08933         64.00000       
-208.19484      -208.18068      0.01416         64.00000       
-207.52792      -207.43713      0.09079         64.00000       
-206.91312      -206.79123      0.12189         64.00000       
-209.61186      -209.43686      0.17499         64.00000       
-208.80419      -208.73534      0.06885         64.00000       
-201.02995      -201.34697      0.31702         64.00000       
-207.89744      -207.80787      0.08957         64.00000       
-198.89380      -198.88878      0.00503         64.00000       
-207.68966      -207.59720      0.09246         64.00000       
-209.59643      -209.51945      0.07699         64.00000       
-203.20438      -203.30362      0.09924         64.00000       
-209.66305      -209.44283      0.22022         64.00000       
-208.55149      -208.26223      0.28926         64.00000       
-208.27531      -208.11322      0.16209         64.00000       
-205.99713      -206.01707      0.01993         64.00000       
-208.32575      -208.26930      0.05645         64.00000       
-207.23223      -207.10763      0.12460         64.00000       
-196.89780      -197.39019      0.49240         64.00000       
-210.39368      -210.14614      0.24753         64.00000       
-197.24657      -197.85463      0.60807         64.00000       
-206.54252      -206.70636      0.16385         64.00000       
-205.50822      -205.47078      0.03744         64.00000       
-206.27446      -206.39505      0.12059         64.00000       
-203.57021      -203.68642      0.11621         64.00000       
-208.03330      -207.89638      0.13692         64.00000       
-201.27515      -201.43643      0.16128         64.00000       
-209.73547      -209.48447      0.25101         64.00000       
-206.50666      -206.36975      0.13691         64.00000       
-209.83202      -209.74676      0.08525         64.00000       
-200.75303      -200.75967      0.00664         64.00000       
-207.08871      -206.84242      0.24630         64.00000       
-206.77606      -206.60877      0.16729         64.00000       
-207.43735      -207.37892      0.05843         64.00000       
-202.51199      -202.38296      0.12903         64.00000       
-203.20828      -203.26580      0.05752         64.00000       
-209.54208      -209.43646      0.10562         64.00000       
-208.02352      -207.95304      0.07047         64.00000       
-209.32113      -209.27590      0.04523         64.00000       
-209.55511      -209.38827      0.16684         64.00000       
-208.13280      -208.08156      0.05125         64.00000       
-207.91443      -208.02547      0.11104         64.00000       
-208.62093      -208.58435      0.03658         64.00000       
-208.19342      -208.03009      0.16333         64.00000       
-206.12547      -206.27368      0.14820         64.00000       
-209.27758      -209.24034      0.03724         64.00000       
-208.48074      -208.44583      0.03491         64.00000       
-203.62512      -203.76891      0.14379         64.00000       
-200.61686      -200.34040      0.27646         64.00000       
-209.76544      -209.65139      0.11405         64.00000       
-208.06259      -208.15723      0.09463         64.00000       
-207.75974      -207.87599      0.11625         64.00000       
-209.39722      -209.26458      0.13263         64.00000       
-201.37010      -201.71182      0.34173         64.00000       
-203.42214      -203.31180      0.11034         64.00000       
-202.09973      -202.06874      0.03098         64.00000       
-201.27617      -201.40298      0.12680         64.00000       
-207.70097      -207.72160      0.02063         64.00000       
-207.15412      -207.22428      0.07016         64.00000       
-206.26232      -206.23229      0.03003         64.00000       
-205.54786      -205.59554      0.04768         64.00000       
-206.36624      -206.35131      0.01493         64.00000       
-205.65832      -205.68875      0.03043         64.00000       
-209.31316      -209.42824      0.11508         64.00000       
-206.99713      -206.99405      0.00307         64.00000       
-209.35059      -209.32025      0.03034         64.00000       
-206.38679      -206.50212      0.11533         64.00000       
-204.95354      -205.05708      0.10354         64.00000       
-204.21059      -204.09822      0.11237         64.00000       
-206.06149      -205.98145      0.08004         64.00000       
-209.56706      -209.44209      0.12497         64.00000       
-201.98806      -202.10096      0.11290         64.00000       
-197.55883      -197.75565      0.19683         64.00000       
-204.29647      -204.45648      0.16001         64.00000       
-205.67252      -205.60189      0.07063         64.00000       
-206.34358      -206.32553      0.01805         64.00000       
-208.17399      -208.44628      0.27229         64.00000       
-201.96601      -202.28290      0.31688         64.00000       
-206.62440      -206.61541      0.00899         64.00000       
-209.48050      -209.34120      0.13929         64.00000       
-205.06687      -205.09163      0.02476         64.00000       
-204.71632      -204.82280      0.10648         64.00000       
-202.98250      -202.90826      0.07423         64.00000       
-208.93997      -208.95010      0.01013         64.00000       
-209.82403      -209.72965      0.09438         64.00000       
-208.78976      -208.63597      0.15379         64.00000       
-210.98833      -210.81031      0.17802         64.00000       
-203.27532      -203.21079      0.06453         64.00000       
-210.39102      -210.37542      0.01561         64.00000       
