# Reference      Predicted      Error          
56.52990        57.47511        0.94522        
58.38343        59.32258        0.93915        
-905.00556      -904.17160      0.83396        
1926.74521      1926.89201      0.14680        
58.38343        59.32258        0.93915        
60.23445        61.16428        0.92983        
-902.76913      -901.94840      0.82073        
962.89216       962.94010       0.04794        
-905.00556      -904.17160      0.83396        
-902.76913      -901.94840      0.82073        
-1867.49149     -1866.76465     0.72683        
1433.08825      1431.98962      1.09863        
851.81242       852.33760       0.52518        
1008.56296      1007.34351      1.21946        
-661.08622      -660.67935      0.40687        
643.17978       640.95080       2.22898        
-61.02115       -61.81019       0.78904        
-75.53064       -75.84236       0.31172        
-1382.14275     -1379.81976     2.32299        
716.22230       713.60329       2.61901        
-39.29681       -39.79151       0.49470        
-65.72115       -68.39684       2.67570        
-1745.47118     -1745.01226     0.45892        
-723.24249      -721.55963      1.68285        
-1940.44024     -1939.66021     0.78003        
-1940.80368     -1939.71691     1.08677        
-4124.63713     -4120.78120     3.85593        
2287.06860      2285.67196      1.39663        
902.08496       901.77671       0.30824        
1172.25629      1169.41684      2.83945        
-697.34731      -698.64766      1.30035        
757.40833       757.98823       0.57991        
0.56197         0.56530         0.00334        
-4.20593        -4.23108        0.02515        
-745.81799      -745.04832      0.76967        
935.27500       935.13196       0.14304        
6.29334         6.28613         0.00721        
3.63081         3.60590         0.02491        
-934.34826      -934.26034      0.08792        
-222.90312      -224.89888      1.99575        
-918.31226      -919.03430      0.72203        
-1178.44339     -1176.79691     1.64647        
-1365.71291     -1361.69273     4.02018        
2112.39348      2111.82854      0.56494        
1178.48339      1176.77812      1.70526        
1545.10105      1545.02335      0.07770        
-404.38049      -404.72893      0.34844        
1051.25714      1050.30269      0.95445        
-1.00293        -0.98184        0.02109        
5.74909         5.77804         0.02896        
-1063.61225     -1063.38337     0.22888        
724.42387       723.32388       1.09999        
3.71526         3.74025         0.02499        
0.33928         0.34180         0.00252        
-732.45304      -731.57081      0.88222        
528.08203       525.62188       2.46015        
-1180.83053     -1178.32637     2.50416        
-1524.75133     -1522.79527     1.95605        
-2238.59879     -2234.98503     3.61376        
4558.17874      4549.14921      9.02953        
2159.90641      2157.31225      2.59416        
1698.80494      1696.81678      1.98816        
773.38634       774.98191       1.59557        
1365.55792      1360.82397      4.73394        
70.29652        71.98524        1.68872        
80.50968        80.92081        0.41113        
-655.67703      -654.79347      0.88356        
2012.47300      2011.97117      0.50184        
62.65828        65.03638        2.37810        
38.98284        39.23587        0.25303        
-963.10904      -957.95417      5.15487        
550.42279       551.47732       1.05452        
-1070.41003     -1068.39458     2.01544        
-782.13919      -781.78063      0.35855        
